3-Jan-00,,,,,,,,,,,,,,,
31-Oct-23,,,,,,,,,,,,,,,
,A,,Start Date,1/3/2000,,,,,,,,,,,
,B,,End Date,,,,,,,,,,,,
,C,,,,,,,,,,,,,,
,,,,A Index,B Index,C Index,D Index ,,,,,,,,
,,,,Last Price,Last Price,Last Price,Last Price,,,,,,,,
,,,Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,,,,,,,,
,,,1/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/29/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,1/31/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/1/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,2/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/1/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/29/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,3/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,4/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/1/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/29/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,5/31/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/1/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,6/29/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,7/31/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/1/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/29/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,8/31/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,9/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,10/1/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,10/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,10/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,10/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,,,,,,
,,,10/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,100,,,,,,,,
,,,10/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.9197,,,,,,,,
,,,10/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.6747,,,,,,,,
,,,10/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.7223,,,,,,,,
,,,10/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.4943,,,,,,,,
,,,10/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.5868,,,,,,,,
,,,10/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.8643,,,,,,,,
,,,10/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.0493,,,,,,,,
,,,10/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.0336,,,,,,,,
,,,10/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.172,,,,,,,,
,,,10/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.9175,,,,,,,,
,,,10/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.051,,,,,,,,
,,,10/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.9867,,,,,,,,
,,,10/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.342,,,,,,,,
,,,10/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.7541,,,,,,,,
,,,10/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.8306,,,,,,,,
,,,10/29/2001,#N/A N/A,#N/A N/A,#N/A N/A,101.0709,,,,,,,,
,,,10/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,101.5086,,,,,,,,
,,,10/31/2001,#N/A N/A,#N/A N/A,#N/A N/A,102.0519,,,,,,,,
,,,11/1/2001,#N/A N/A,#N/A N/A,#N/A N/A,102.502,,,,,,,,
,,,11/2/2001,#N/A N/A,#N/A N/A,#N/A N/A,101.8335,,,,,,,,
,,,11/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,102.148,,,,,,,,
,,,11/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,102.1732,,,,,,,,
,,,11/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,102.6743,,,,,,,,
,,,11/8/2001,#N/A N/A,#N/A N/A,#N/A N/A,102.1655,,,,,,,,
,,,11/9/2001,#N/A N/A,#N/A N/A,#N/A N/A,101.982,,,,,,,,
,,,11/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,102.0473,,,,,,,,
,,,11/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,101.5293,,,,,,,,
,,,11/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,100.784,,,,,,,,
,,,11/15/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.8132,,,,,,,,
,,,11/16/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.1428,,,,,,,,
,,,11/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.7701,,,,,,,,
,,,11/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.5052,,,,,,,,
,,,11/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3615,,,,,,,,
,,,11/22/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3615,,,,,,,,
,,,11/23/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3532,,,,,,,,
,,,11/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3633,,,,,,,,
,,,11/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.2974,,,,,,,,
,,,11/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3486,,,,,,,,
,,,11/29/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.5265,,,,,,,,
,,,11/30/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.6625,,,,,,,,
,,,12/3/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.7266,,,,,,,,
,,,12/4/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.9522,,,,,,,,
,,,12/5/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.5829,,,,,,,,
,,,12/6/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.4352,,,,,,,,
,,,12/7/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.2369,,,,,,,,
,,,12/10/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3108,,,,,,,,
,,,12/11/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3965,,,,,,,,
,,,12/12/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.5614,,,,,,,,
,,,12/13/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.4128,,,,,,,,
,,,12/14/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3573,,,,,,,,
,,,12/17/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.2152,,,,,,,,
,,,12/18/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3544,,,,,,,,
,,,12/19/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.4558,,,,,,,,
,,,12/20/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.4203,,,,,,,,
,,,12/21/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.3385,,,,,,,,
,,,12/24/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.2967,,,,,,,,
,,,12/25/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.2967,,,,,,,,
,,,12/26/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.2493,,,,,,,,
,,,12/27/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.2422,,,,,,,,
,,,12/28/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.1831,,,,,,,,
,,,12/31/2001,#N/A N/A,#N/A N/A,#N/A N/A,99.244,,,,,,,,
,,,1/1/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.244,,,,,,,,
,,,1/2/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.1929,,,,,,,,
,,,1/3/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.2709,,,,,,,,
,,,1/4/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.2134,,,,,,,,
,,,1/7/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.401,,,,,,,,
,,,1/8/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.3309,,,,,,,,
,,,1/9/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.2708,,,,,,,,
,,,1/10/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.5679,,,,,,,,
,,,1/11/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.8375,,,,,,,,
,,,1/14/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.9162,,,,,,,,
,,,1/15/2002,#N/A N/A,#N/A N/A,#N/A N/A,100.0174,,,,,,,,
,,,1/16/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.9725,,,,,,,,
,,,1/17/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.5991,,,,,,,,
,,,1/18/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.6526,,,,,,,,
,,,1/21/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.6526,,,,,,,,
,,,1/22/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.5088,,,,,,,,
,,,1/23/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.4112,,,,,,,,
,,,1/24/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.1468,,,,,,,,
,,,1/25/2002,#N/A N/A,#N/A N/A,#N/A N/A,98.7841,,,,,,,,
,,,1/28/2002,#N/A N/A,#N/A N/A,#N/A N/A,98.8674,,,,,,,,
,,,1/29/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.195,,,,,,,,
,,,1/30/2002,#N/A N/A,#N/A N/A,#N/A N/A,99.1137,,,,,,,,
